status,zxloanbalanceamt,zxcrecardacctnowtotaldelqamt,zxrcy3mcrecardquerycnt,zxissubankcnt,zxcreditcarddelqstatus24months,zxaccountcnt,zxcrecardnowshouldpayamt,zxcreditcarddelqstatus30dayyues,zxrcy6mavgusecreditamt,zxrcy6mcrecardquerycompanycnt,zxusecreditamt,zxfirstcrecarddate,zxcrecardusecreditrate,zxcreditbal,zxcreditcarddelqstatus60to90days,zxcreditcarddelqstatus30to60days,zxrcy6mcrecardquerycnt,zxcreditcarddelqstatus6to12month,zxcreditcarddelqstatus90to180day,zxcreditcardaccudelqcnt,zxrcy24mcrecardmaxdelqperiod,zxrcy12mcrecardmaxdelqperiod,zxrcy6mcrecardmaxdelqperiod,zxrcyquerydate
0,41990,0,0,2,N,4,3035,N,26738,1,27718,40703,0.7864,27718,N,N,1,N,N,3,0,0,0,43161.39865
1,188243,0,1,5,N,9,2014,N,25046,4,24674,41352,0.8945,24674,N,N,4,N,N,1,0,0,0,43178.416
1,5950,0,0,1,N,2,5696,N,45535,0,47260,42312,1.059,47260,N,N,0,N,N,0,0,0,0,43189.4881
0,29512,0,0,4,N,5,8190,N,53372,0,57813,40918,0.6672,57813,N,N,0,N,N,0,0,0,0,43219.48863
0,26412,0,0,4,N,5,11633,N,55044,1,59493,42189,1.0793,59493,N,N,2,N,N,0,0,0,0,43227.37492
0,70828,0,0,3,N,6,10473,N,48127,0,49662,41998,0.9822,49662,N,N,0,N,N,0,0,0,0,43491.38418
0,41596,0,0,2,N,3,4093,N,1710,1,38,42089,0.0295,38,N,N,2,N,N,0,0,0,0,43496.41683
0,75890,0,1,7,N,15,24910,N,126970,3,123099,39802,0.9328,123099,N,N,4,N,N,0,0,0,0,43468.85892
0,46482,0,0,7,N,10,9129,N,83811,2,80178,42192,1.0046,80178,N,N,3,N,N,0,0,0,0,43322.50376
0,62174,0,0,1,N,1,1879,N,22385,0,17549,42570,0.9327,17549,N,N,0,N,N,0,0,0,0,43387.29479
0,79616,0,0,5,N,10,11144,N,153429,1,144437,39664,0.987,144437,N,N,1,N,N,0,0,0,0,43171.50781
1,56654,0,1,4,N,7,8598,N,80954,2,81508,40359,0.8799,81508,N,N,2,1,N,2,1,1,0,43161.03243
0,28000,0,0,3,N,4,618,N,1652,0,350,40703,0.0299,350,N,1,0,N,N,1,1,1,1,43506.73368
0,46583,0,1,-9999,-9999,-9999,0,-9999,-9999,1,-9999,42285,-9999,0,-9999,-9999,1,-9999,-9999,0,0,0,0,43466.61422
0,1931,0,1,3,N,3,813,N,10672,1,13094,39673,0.4105,13094,N,N,1,N,N,5,0,0,0,43324.39882
0,212393,0,1,1,*,1,771,N,13973,1,16080,42793,0.8733,16080,N,N,1,N,N,0,0,0,0,43193.50293
0,165527,0,0,4,N,5,3183,N,55660,5,54194,42752,0.9562,54194,N,N,5,N,N,0,0,0,0,43416.70336
0,422818,0,1,1,N,2,700,N,9807,2,10700,42547,0.9199,10700,N,N,2,N,N,0,0,0,0,43212.70058
0,301907,0,7,5,N,5,7452,N,30068,8,43635,42080,0.4119,43635,N,N,9,N,N,0,0,0,0,43324.42714
0,-9999,0,11,4,N,6,2628,N,31606,10,34014,42523,0.3675,34014,N,N,12,N,N,0,0,0,0,43166.43463
0,288069,0,0,1,*,2,0,*,33,0,190,42886,0.011,190,N,*,0,1,N,1,1,1,0,43290.33039
0,11970,0,0,2,N,4,2531,N,3912,0,4423,42633,0.2059,4423,N,N,0,N,N,0,0,0,0,43459.41609
0,271618,0,0,7,N,7,10734,N,110155,3,118651,40816,0.8956,118651,N,N,3,N,N,0,0,0,0,43211.58007
0,153747,0,2,4,N,26,5219,N,55113,5,53951,41380,0.9186,53951,N,N,7,N,N,5,0,0,0,43211.67469
0,21305,51,0,6,1,8,12169,1,87255,0,81265,41403,0.7391,81265,1,1,0,N,N,5,1,1,1,43286.55303
0,248254,0,2,4,N,5,4345,N,49351,3,51505,42145,0.9676,51505,N,N,3,N,N,0,0,0,0,43266.51449
0,70042,0,6,10,1,16,24902,N,131728,8,139954,41758,0.8426,139954,N,N,9,1,N,7,1,1,0,43375.39965
0,54182,0,8,2,N,15,317,N,3271,7,2427,42729,0.5452,2427,N,N,9,N,N,0,0,0,0,43190.93877
0,33333,0,1,5,N,16,7049,N,104049,2,125885,41598,0.7353,125885,N,N,2,N,N,0,0,0,0,43452.73785
0,-9999,0,7,1,/,2,1226,N,5173,8,6419,43207,0.6466,6419,N,N,11,/,*,0,0,0,0,43327.54626
0,4335,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43323.34351
0,3208,0,0,1,N,3,1393,N,2732,0,5135,42818,0.1827,5135,N,N,0,N,N,0,0,0,0,43370.17882
0,19871,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43366.12065
0,951,0,2,4,/,13,1171,N,14184,7,15798,43006,0.8865,15798,N,N,7,*,N,0,0,0,0,43316.43705
0,16754,0,2,1,/,2,391,N,3917,2,4000,43256,0.9793,4000,N,N,2,N,N,0,0,0,0,43498.17773
0,82077,0,0,9,N,15,16739,N,172036,0,169428,39533,0.9127,169428,N,N,0,N,N,4,0,0,0,43211.46745
0,329,0,0,1,N,1,12,N,1477,0,33,42460,0.4923,33,N,N,0,N,N,0,0,0,0,43462.53325
0,-9999,0,0,1,*,1,0,*,0,0,0,40620,-9999,0,*,*,0,*,*,1,0,0,0,43161.44694
0,75470,0,3,4,N,15,9869,N,70899,3,109735,40078,0.2655,109735,N,N,3,N,N,0,0,0,0,43160.00264
0,17892,0,0,3,N,3,1967,N,17470,0,18495,42845,0.4853,18495,N,N,0,N,N,0,0,0,0,43469.61404
0,16910,0,6,4,N,4,3707,N,7321,6,8600,42734,0.4881,8600,N,N,7,N,N,0,0,0,0,43184.72715
1,-9999,0,11,4,/,13,478,N,2319,10,20,43125,0.2577,20,N,N,17,/,*,0,0,0,0,43228.28447
0,5417,0,3,2,*,2,0,*,0,3,0,40939,0,0,*,*,3,*,*,0,0,0,0,43460.40889
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
0,7336,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,43306.42797
0,52012,0,1,3,N,5,2574,N,28641,1,29004,42319,0.5304,29004,N,N,1,N,N,0,0,0,0,43148.69564
1,11775,442,0,1,N,1,302,1,4510,0,8843,42864,0.173,8843,N,N,0,N,N,1,1,1,1,43294.46541
0,3455,0,0,2,N,3,2603,N,34289,0,34993,42880,0.9797,34993,N,N,0,N,N,0,0,0,0,43419.00981
0,83481,0,0,1,N,2,7273,N,73529,0,63209,39263,1.1141,63209,N,N,0,N,N,0,0,0,0,43145.05885
0,535647,0,0,5,N,17,36292,N,128877,1,217141,41071,0.4314,217141,N,N,1,N,N,0,0,0,0,43302.65606
0,32631,0,0,2,N,3,5,N,25004,1,0,42745,1.0002,0,*,N,1,N,N,0,0,0,0,43412.00582
1,23066,0,2,6,1,8,3684,N,21422,3,27991,38905,0.4869,27991,N,N,3,1,N,6,1,1,0,43165.31552
1,553325,0,2,7,N,19,27685,N,143579,2,155795,41359,0.7004,155795,N,N,2,N,1,3,1,1,1,43193.80902
0,28888,0,0,1,N,2,200,N,3334,0,3373,39504,0.145,3373,N,N,0,N,N,3,0,0,0,43228.43197
0,795511,0,5,11,N,24,18831,N,126355,4,171124,42049,0.6509,171124,N,N,6,N,N,0,0,0,0,43345.34047
0,10705,0,1,3,N,14,45665,N,114105,1,119393,38002,0.9277,119358,N,N,1,N,N,1,0,0,0,43191.40163
0,130452,0,0,-9999,-9999,-9999,0,-9999,-9999,0,-9999,38944,-9999,0,-9999,-9999,0,-9999,-9999,0,0,0,0,43406.00847
0,10322,0,2,2,N,3,113,N,2496,2,2144,40036,0.4992,2144,N,N,2,N,N,4,0,0,0,43228.27712
0,8000,0,4,8,1,22,9743,N,153537,3,151362,39325,1.048,151362,N,1,6,N,N,6,1,1,1,43188.69897
0,90715,0,2,11,N,24,32108,N,137201,4,156184,39085,0.305,156184,N,N,4,N,N,0,0,0,0,43211.46644
0,63077,0,1,1,2,9,507,N,797,2,380,42376,0.1594,380,N,N,2,1,N,3,2,1,0,43230.06741
0,139977,0,0,3,N,7,33827,N,148822,0,212905,40377,0.5487,212905,N,N,0,N,N,0,0,0,0,43229.34662
0,75978,0,0,8,1,9,6129,N,79844,0,81928,41611,0.9702,81928,N,N,0,N,N,2,1,0,0,43358.31314
0,1666707,0,1,5,N,8,6385,N,27938,1,25265,40147,0.0844,25265,N,N,1,N,N,1,0,0,0,43404.99752
0,11847,0,7,6,N,17,9773,N,25084,5,22904,42471,0.4901,22904,N,N,12,N,N,0,0,0,0,43168.79063
0,50998,0,0,1,*,9,980,N,9770,0,9737,42376,0.977,9737,N,N,0,N,N,0,0,0,0,43499.46392
0,92581,0,1,8,N,22,21460,N,176816,5,177075,40256,0.83,177075,N,N,5,N,N,4,0,0,0,43173.42479
0,-9999,0,0,1,*,3,200,N,628,0,791,43084,0.0203,791,N,N,0,N,N,0,0,0,0,43492.48902
0,27230,0,0,2,*,3,1597,N,20347,0,21150,42547,0.8847,21150,N,N,0,N,N,0,0,0,0,43191.09242
0,17568,0,0,1,N,2,5416,N,39837,0,39441,41526,0.9054,39441,N,N,0,N,N,1,0,0,0,43490.66003
0,44844,0,4,5,/,14,5245,N,32488,6,35561,43056,0.6248,35561,N,N,6,N,N,0,0,0,0,43282.4162
0,-9999,0,0,12,N,18,39634,N,283696,1,325231,40827,0.6249,325231,N,N,1,N,N,0,0,0,0,43289.62227
0,120610,0,6,4,N,12,2123,N,26902,6,27591,41230,0.854,27591,N,N,9,N,N,2,0,0,0,43193.55132
0,31104,0,0,2,N,3,3187,N,12848,0,12091,40711,0.571,12091,N,N,0,N,N,0,0,0,0,43491.65756
0,306273,0,0,5,N,6,5547,N,24352,2,29724,42664,0.3581,29724,N,N,2,N,N,0,0,0,0,43385.47141
0,4000,0,2,4,*,6,4286,N,21516,2,15652,40843,0.2794,15652,*,N,2,*,*,5,0,0,0,43343.62721
0,30514,0,0,5,N,6,4849,N,47015,1,52644,42142,0.8548,52644,N,N,1,N,N,0,0,0,0,43210.53939
1,49307,0,2,4,N,5,1834,N,27660,3,27289,41289,0.9538,27289,N,N,3,N,N,0,0,0,0,43369.71428
1,18484,0,2,5,N,9,3784,N,46045,3,51308,41682,0.9028,51308,N,N,4,1,1,7,1,1,1,43253.01341
0,11805,0,0,1,N,1,0,N,63,0,382,41976,0.0035,382,*,*,0,N,*,4,0,0,0,43417.04082
0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43169.86722
0,147807,0,0,5,N,8,7079,N,38401,0,44641,40144,0.6621,44641,N,N,0,N,N,0,0,0,0,43161.47273
1,69193,0,1,6,N,14,2313,N,23852,10,28952,41284,0.45,28952,N,N,13,N,N,1,0,0,0,43191.84065
0,-9999,0,0,4,N,4,4169,N,41016,1,44668,39623,0.7351,44668,N,N,1,N,N,0,0,0,0,43219.69243
0,-9999,0,5,8,N,12,4930,N,64876,4,74347,40077,0.8009,74347,N,N,6,N,N,0,0,0,0,43505.50499
1,46819,0,3,8,1,18,27268,N,184627,4,188332,41197,0.9264,188332,1,N,5,1,N,3,1,1,1,43180.49494
0,1344500,0,1,2,N,4,1240,N,11356,1,38447,39181,0.3441,38447,N,N,1,N,N,2,0,0,0,43177.53492
0,113036,0,5,3,N,11,3955,N,22362,5,22608,42495,1.0649,22608,N,N,7,N,N,0,0,0,0,43189.45751
0,-9999,0,1,1,N,1,0,*,0,2,0,41431,0,0,*,*,2,N,*,3,0,0,0,43176.75315
0,134191,0,0,1,N,1,499,N,4094,2,4000,41949,0.8188,4000,N,N,2,N,N,3,0,0,0,43406.17079
0,56636,0,0,1,N,2,8380,N,64392,0,66319,40862,0.9469,66319,N,N,0,N,N,0,0,0,0,43420.01258
1,10066,0,0,4,1,6,4332,N,31996,0,44717,42382,0.5714,44717,N,N,0,N,1,2,1,1,1,43217.56516
0,49245,0,1,7,1,10,15756,N,113358,2,113176,39966,1.0067,113176,N,N,2,1,N,2,1,1,0,43226.3238
0,50577,0,5,6,N,16,13650,N,69694,9,81687,42253,0.6638,81687,N,N,9,N,N,0,0,0,0,43318.37895
0,38515,0,0,3,N,6,5433,N,53156,0,58123,42641,0.9492,58123,N,N,0,N,N,0,0,0,0,43167.52875
1,1000,0,1,2,/,10,906,N,5565,4,2702,42907,0.3274,2702,N,N,4,/,N,0,0,0,0,43230.00094
0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1,4373,0,4,5,/,6,8503,N,44409,9,39574,42941,0.6809,39574,N,N,12,N,1,1,1,1,1,43226.10044
1,3102,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,43219.69115
0,-9999,0,25,7,N,22,16,N,41751,12,80106,42347,0.4451,80106,N,N,26,N,N,0,0,0,0,43180.51713
0,16253,0,5,3,/,4,1328,N,17791,4,17776,42981,0.9995,17776,N,N,7,N,N,0,0,0,0,43323.30694
0,149741,0,3,3,N,6,3068,N,12657,3,26707,39714,0.1064,26707,N,N,3,N,N,3,0,0,0,43168.89693
0,-9999,0,0,1,/,1,500,N,8123,0,10020,42972,0.8123,10020,N,N,0,N,N,0,0,0,0,43213.05204
0,-9999,0,1,2,N,3,187,N,7765,2,7386,42750,0.8628,7386,1,1,2,N,N,2,1,1,1,43168.11358
0,-9999,0,1,4,N,4,6928,N,13895,3,10715,40311,0.1957,10715,N,N,3,N,N,0,0,0,0,43408.54079
0,41399,0,1,5,1,6,3579,N,33154,1,32976,40750,0.7368,32976,N,N,1,N,N,7,1,0,0,43340.44073
0,3333,0,1,2,N,2,5843,N,57792,1,24233,39679,2.2228,24233,N,N,1,N,N,5,0,0,0,43469.53927
0,7000,0,0,3,N,12,1011,N,4040,0,4630,42942,0.1443,4630,N,N,0,N,N,0,0,0,0,43386.45619
0,108763,0,0,3,N,11,10332,N,5186,0,16,40376,0.0798,16,N,N,0,N,N,0,0,0,0,43408.57177
0,252254,0,2,2,N,4,273,N,4695,3,8023,41341,0.3354,8023,N,N,4,N,N,5,0,0,0,43422.00206
0,52058,0,0,2,N,3,2609,N,22516,0,17120,40756,0.7217,17120,N,N,0,N,N,0,0,0,0,43406.02825
0,35500,0,3,8,N,12,11529,N,86858,2,89502,41156,0.9134,89502,N,N,4,N,N,6,0,0,0,43315.39877
1,538000,0,1,7,N,8,3549,N,47175,1,64596,42116,0.5361,64596,N,N,1,1,N,2,1,1,0,43298.42556
1,39517,0,0,10,N,21,12074,N,120462,1,135177,41982,0.8923,135177,N,N,1,N,N,0,0,0,0,43256.02792
0,241350,0,3,5,N,10,7551,N,42044,4,45478,42296,0.5096,45478,N,N,4,N,N,0,0,0,0,42990.85369
0,211597,0,0,9,1,13,12695,N,119982,2,203831,39218,0.5844,203085,N,N,2,1,N,7,1,1,0,43335.33167
0,254918,0,1,11,N,16,68346,N,475633,4,465326,39310,0.883,465326,N,N,5,N,N,0,0,0,0,43347.36476
0,26372,0,3,7,N,26,39272,N,160790,3,119465,41465,1.0705,119465,N,N,3,N,N,0,0,0,0,43215.42603
0,15633,0,3,2,/,3,632,N,9546,6,14880,43243,0.6364,14880,N,N,12,/,N,0,0,0,0,43420.00223
0,5236,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43346.38654
0,300497,0,1,10,N,14,21194,N,139008,4,138233,41307,0.9521,138233,N,N,4,N,N,1,0,0,0,43396.79374
1,38376,0,0,2,N,4,10733,N,14969,4,27794,42624,0.6508,27794,N,N,4,N,N,0,0,0,0,43223.42973
1,34362,1308,0,4,N,6,2801,1,18859,2,26714,42697,0.6084,26714,N,N,2,N,N,1,1,1,1,43284.67939
0,9574,0,1,7,1,8,5743,N,105429,3,111445,39533,0.8334,111445,N,N,5,1,N,4,1,1,0,43391.67454
0,4282,0,3,6,N,8,1968,N,24743,3,23147,40192,0.556,23147,N,N,3,1,N,1,1,1,0,43165.69102
0,10022,0,2,4,N,8,2901,N,51090,4,51344,39636,0.9123,51344,N,N,4,N,N,3,0,0,0,43182.15986
0,668730,0,3,6,N,19,30911,N,150772,4,151014,41193,0.9138,151014,N,N,4,1,N,1,1,1,0,43403.6276
1,184788,0,7,4,N,25,11403,N,71272,8,118746,41730,0.5839,118746,N,N,10,N,N,0,0,0,0,43173.27369
0,524752,0,0,1,/,1,473,N,1802,0,5000,43130,0.3604,5000,N,N,0,N,N,0,0,0,0,43455.61862
0,82357,0,0,1,/,3,200,N,74,5,0,42503,0.0148,0,*,N,5,/,*,0,0,0,0,43460.99791
0,52402,0,0,2,N,2,9709,N,20146,1,13930,41559,0.5302,13930,N,N,1,N,N,0,0,0,0,43388.4101
0,11400,0,8,2,/,2,2,N,7,8,0,43160,0.0007,0,/,N,8,/,/,0,0,0,0,43229.31495
1,-9999,0,2,4,2,4,1001,N,8686,3,10822,42265,0.7896,10822,N,1,3,N,N,5,2,1,1,43227.2456
0,11500,0,0,1,N,2,4085,N,7553,0,6947,42674,0.9441,6947,N,N,0,N,N,0,0,0,0,43272.55264
0,36658,0,2,10,N,25,22889,N,98363,2,124992,34590,0.2163,124992,N,N,2,N,N,2,0,0,0,43169.36537
0,13500,0,2,7,N,10,8962,N,32971,5,40044,42467,0.1074,40044,N,N,5,N,N,0,0,0,0,43484.3795
0,2049789,0,0,4,N,5,301,N,3222,0,6808,42083,0.0806,5589,N,N,0,N,N,1,0,0,0,43474.74639
1,254251,0,0,-9999,-9999,-9999,0,-9999,-9999,1,-9999,40072,-9999,0,-9999,-9999,2,-9999,-9999,1,0,0,0,43220.01885
0,162663,0,1,1,N,2,3938,N,49184,1,2625,42678,1.9674,2625,N,N,1,N,N,0,0,0,0,43418.04522
0,52928,0,0,2,N,3,4292,N,24304,0,36455,41779,0.3284,36455,N,N,0,N,N,0,0,0,0,43508.33602
0,17285,0,1,4,N,4,1767,N,18847,3,17713,42397,0.7853,17713,N,N,4,N,N,0,0,0,0,43405.06399
0,-9999,0,2,2,/,6,299,N,2125,3,5300,41618,0.3542,5300,*,N,3,/,*,5,0,0,0,43290.42841
0,7992,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43372.08044
0,595312,0,0,1,/,1,2428,N,67247,1,61755,39744,0.8502,61755,N,N,1,N,N,0,0,0,0,43165.49619
0,59441,0,0,2,N,4,10096,N,81429,0,95335,41599,1.0857,95335,N,N,0,N,1,1,1,1,1,43213.85181
0,50366,0,2,7,N,21,38238,N,330900,3,308547,41303,0.9326,308547,N,N,5,N,N,1,0,0,0,43172.73597
0,32083,0,0,5,N,6,4724,N,42275,1,50066,42321,0.813,50066,N,N,1,N,N,0,0,0,0,43239.01001
0,11395,0,3,1,/,1,0,N,615,3,1230,43301,0.123,1230,/,*,5,/,/,0,0,0,0,43341.67791
1,11747,0,3,2,N,19,2303,N,19639,3,22995,42631,1.5107,22995,N,N,4,N,N,2,0,0,0,43185.87627
0,263302,0,0,7,1,13,28468,N,156128,1,137559,39307,0.9789,137559,N,N,1,N,N,7,1,0,0,43346.40236
0,157530,0,0,7,1,8,7828,N,75944,2,104946,41597,0.5319,104946,N,N,2,N,N,1,1,0,0,43418.05101
1,1060270,0,0,3,N,7,2022,N,22632,1,10655,40808,0.4945,10655,N,N,1,N,N,0,0,0,0,43356.47749
1,35938,0,3,5,N,6,5146,N,14450,2,13076,42424,0.3141,13076,N,N,3,N,N,0,0,0,0,43220.01986
0,533628,0,1,7,1,7,8800,N,103413,3,103289,41191,0.9756,103289,N,N,3,N,N,1,1,0,0,43399.66718
0,0,0,3,2,N,2,9416,N,23626,3,13241,42750,0.675,13241,N,N,3,N,N,0,0,0,0,43227.35231
1,8375,0,1,3,N,20,524,N,8263,3,7333,41699,0.8698,7333,2,N,3,1,1,7,2,2,2,43307.37245
0,1706,0,7,3,/,4,816,N,8579,8,15883,43157,0.5362,15883,N,N,9,/,/,0,0,0,0,43254.01539
0,-9999,0,3,1,*,1,0,*,0,2,0,39946,0,0,*,*,3,*,*,1,0,0,0,43191.00671
0,293395,0,2,4,N,4,1060,N,779,2,1725,39435,0.0216,1725,N,N,2,N,N,0,0,0,0,43458.65273
0,288981,0,1,6,N,9,6566,N,77953,2,95568,39763,0.3747,95568,N,N,2,N,N,0,0,0,0,43356.38594
1,-9999,0,0,2,/,6,3678,N,5269,2,6385,43111,0.0357,6385,N,N,2,/,N,0,0,0,0,43228.03131
0,-9999,0,4,5,1,9,3625,N,49795,5,56756,41743,0.355,56756,N,N,6,N,N,1,1,0,0,43173.43414
1,254310,0,3,15,N,17,35356,N,198523,3,227130,40815,0.6755,227130,N,N,3,N,N,0,0,0,0,43162.97993
1,1048220,0,1,6,N,11,18163,N,111318,3,107729,40831,0.2943,107729,N,N,4,N,N,0,0,0,0,43270.56589
0,182144,0,0,6,N,16,5844,N,104428,0,106383,41150,0.9041,106383,N,N,0,N,N,0,0,0,0,43186.95638
0,-9999,0,1,3,N,3,5670,N,52298,1,72878,39947,0.7055,72878,N,N,1,N,N,0,0,0,0,43148.04472
0,71558,0,1,2,/,3,890,N,10100,6,9921,43060,1.01,9921,N,N,7,N,N,0,0,0,0,43373.4019
0,2000,0,1,2,*,2,951,N,6820,2,12242,42441,0.4608,12242,N,N,3,N,N,0,0,0,0,43168.51922
0,385056,0,2,9,1,13,18024,N,167457,6,184459,41383,0.8619,184459,N,N,6,N,N,3,1,0,0,43457.35447
1,-9999,0,3,1,/,10,4020,N,3255,1,4719,42306,0.2034,4719,*,N,4,/,/,2,0,0,0,43196.57037
0,362106,0,0,6,N,11,5927,N,74935,0,61511,39871,0.4924,61511,N,N,0,N,N,0,0,0,0,43463.54715
0,11301,0,1,2,N,2,1450,N,17839,1,14381,42533,0.6861,14381,N,N,1,N,1,1,1,1,1,43421.02289
0,310204,0,0,1,N,1,2818,N,23603,0,0,42072,0.4917,0,N,N,0,N,N,0,0,0,0,43162.57166
0,254488,0,0,14,N,33,44415,N,420374,2,434239,39104,0.9139,434239,N,N,2,N,N,0,0,0,0,43190.61131
0,848538,0,2,4,N,8,8605,N,107865,2,107040,41438,0.5344,107040,N,N,2,N,N,0,0,0,0,43430.00392
0,405000,0,0,1,N,10,0,N,1678,0,5018,42891,0.0129,5018,N,N,0,N,N,0,0,0,0,43476.69932
0,-9999,0,0,1,2,2,1339,N,3179,1,3355,42017,0.3974,3355,N,N,2,1,N,5,2,1,0,43461.28696
1,-9999,0,9,12,N,17,16761,N,72897,12,93795,41950,0.3075,93795,N,N,12,N,N,0,0,0,0,43186.6817
0,49374,0,1,4,1,5,3113,N,34964,1,33282,42312,0.8965,33282,N,N,1,N,N,1,1,0,0,43194.4901
0,5940,0,0,3,N,4,9306,N,6638,1,7091,41662,0.1383,7091,N,N,1,2,N,4,2,2,0,43255.00439
0,278696,0,0,3,N,5,8294,N,20349,1,23849,41086,0.6344,23849,N,N,1,N,N,0,0,0,0,43223.46347
0,481967,0,0,3,*,5,3272,N,15280,2,9558,42971,0.3473,9558,N,N,2,N,N,0,0,0,0,43405.02891
0,56258,0,2,2,N,5,3602,N,22076,2,21416,42741,0.7612,21416,N,N,2,N,N,0,0,0,0,43395.09726
0,305938,0,1,5,N,6,4458,N,41508,2,67757,40417,0.2138,67757,N,N,2,N,N,0,0,0,0,43223.53484
0,2000,0,0,3,N,4,4180,N,38614,0,38492,41766,1.0162,38492,N,N,0,N,N,3,0,0,0,43223.02313
0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43146.39652
0,328814,0,1,3,N,5,5854,N,51167,2,52789,40775,0.731,52789,N,N,3,N,1,4,1,1,1,43391.74772
0,19331,0,0,4,N,4,362,N,5835,0,8114,40512,0.1297,8114,N,N,0,N,N,0,0,0,0,43477.82503
0,260279,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43388.41814
0,27922,0,0,3,/,23,6776,N,16328,1,18199,43104,0.5443,18199,N,N,2,N,N,0,0,0,0,43469.63301
0,347819,0,2,4,1,9,4805,N,38679,2,57064,42395,0.6447,57064,N,N,2,N,N,2,1,0,0,43167.74988
0,75092,0,2,4,N,8,9841,N,34676,2,41035,42513,0.3829,41035,N,N,3,N,N,0,0,0,0,43168.83979
0,-9999,0,0,1,N,1,2983,N,23415,0,23302,42777,1.018,23302,1,N,0,1,N,2,1,1,1,43210.1935
0,-9999,0,2,3,N,5,509,N,1474,2,2094,42800,0.0567,2094,N,N,2,N,N,0,0,0,0,43332.14709
0,8750,0,0,3,/,22,2278,N,7368,5,2323,42952,0.2324,2323,N,N,7,*,N,0,0,0,0,43239.01204
0,6000,0,0,1,N,2,500,N,4493,0,3915,40469,0.7488,3915,N,N,0,N,N,7,0,0,0,43368.42638
0,112666,0,0,5,N,7,8272,N,78956,0,100652,39337,1.0816,100652,N,N,0,N,N,0,0,0,0,43195.22834
0,19000,0,2,6,N,8,1435,N,43810,2,71204,42074,0.4245,71204,N,N,2,N,N,0,0,0,0,43313.70543
1,240209,0,5,6,1,10,10606,N,218775,4,210536,40983,0.9052,210536,N,N,6,N,N,2,1,0,0,43187.83688
0,12842,0,1,1,1,2,3565,N,22059,2,22669,39427,0.7353,22669,N,N,2,N,N,5,1,0,0,43182.69692
0,339318,0,0,12,N,13,8691,N,102686,0,89086,41110,0.8502,89086,N,N,0,1,1,2,1,1,1,43215.29546
0,-9999,0,1,1,N,1,139,N,4989,1,3106,41282,0.1512,3106,N,N,1,N,N,3,0,0,0,43170.71096
0,517728,0,6,3,N,30,1714,N,18300,6,18518,41880,0.1452,18518,N,N,7,N,N,0,0,0,0,43469.19292
0,374473,0,0,3,N,13,6496,N,41882,1,52681,41876,0.468,52681,N,N,1,N,N,0,0,0,0,43413.00205
0,9689,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,43444.04436
0,-9999,0,6,2,/,5,701,N,4968,6,6015,43262,0.552,6015,N,N,10,/,/,0,0,0,0,43366.00464
0,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,43389.86556
0,2782,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,43385.05275
0,9167,0,0,3,N,3,2811,N,17472,0,16767,41691,0.9195,16767,N,N,0,N,N,0,0,0,0,43211.2928
